iter	CrossEntropy
0	0.3074048482
1	0.2194593503
2	0.1363337132
3	0.1162464068
4	0.09784095104
5	0.0669548053
6	0.05366206169
7	0.04352227541
8	0.03600887152
9	0.03018610753
10	0.02570042702
11	0.0227278471
12	0.02014675736
13	0.01769162141
14	0.01617041918
15	0.01479023236
16	0.01352905654
17	0.01236631779
18	0.01140575684
19	0.01057539766
20	0.009845427596
21	0.009262949801
22	0.008660257436
23	0.00793722845
24	0.007566371789
25	0.007229261673
26	0.006833526951
27	0.006460830569
28	0.006143657634
29	0.005917692414
30	0.005707990665
31	0.005512466797
32	0.005329603186
33	0.005158322362
34	0.004997658042
35	0.004846522441
36	0.004705223326
37	0.004571323211
38	0.004445019823
39	0.004325775
40	0.004212144476
41	0.00410365256
42	0.00400160425
43	0.003903873551
44	0.003811102934
45	0.003722961132
46	0.003637643674
47	0.003557269963
48	0.003479547226
49	0.003406182505
50	0.003335236357
51	0.003267048357
52	0.00320189962
53	0.003139015001
54	0.003078653835
55	0.003020600344
56	0.002964182255
57	0.002910098491
58	0.002857955602
59	0.002807488808
60	0.002758923058
61	0.002711791259
62	0.002666420088
63	0.002621742968
64	0.002579201586
65	0.002537911901
66	0.002497822046
67	0.002459284778
68	0.002422061104
69	0.002385472019
70	0.002350500856
71	0.002316113418
72	0.00228307912
73	0.00225067941
74	0.002219752337
75	0.002188891172
76	0.0021598746
77	0.002129459181
78	0.002101238817
79	0.002061928121
80	0.002034601111
81	0.002007366803
82	0.001975272137
83	0.001950062095
84	0.001925564156
85	0.001916978508
86	0.001900294366
87	0.001880311192
88	0.001859279493
89	0.001838015679
90	0.001831444697
91	0.001805531291
92	0.001802234982
93	0.001797037056
94	0.001795064085
95	0.001779469446
96	0.001761911294
97	0.001743237416
98	0.001725738582
99	0.001707376196
100	0.001690919296
101	0.001672759939
102	0.001664367146
103	0.001642571476
104	0.001632748888
105	0.001621949415
106	0.00162173693
107	0.001620262861
108	0.001615095597
109	0.001612885497
110	0.001609762557
111	0.001609593343
112	0.001609214223
113	0.001607738149
114	0.001604512477
115	0.00160437063
116	0.001600954968
117	0.001600862409
118	0.001596524452
119	0.001596450806
120	0.001596429027
121	0.001595386089
122	0.001594030513
123	0.001579805779
124	0.001577117122
125	0.0015769598
126	0.001564313586
127	0.00156428579
128	0.001555579356
129	0.00155546903
130	0.001540908447
131	0.001540908447
132	0.001540908447
133	0.001540908447
134	0.001540908447
135	0.001540908447
136	0.001540908447
137	0.001540908447
138	0.001540908447
139	0.001540908447
140	0.001540908447
141	0.001540908447
142	0.001540908447
143	0.001540908447
144	0.001540908447
145	0.001540908447
146	0.001540908447
147	0.001540908447
148	0.001540908447
149	0.001540908447
150	0.001540908447
151	0.001540908447
152	0.001540908447
153	0.001540908447
154	0.001540908447
155	0.001540908447
156	0.001540908447
157	0.001540908447
158	0.001540908447
159	0.001540908447
160	0.001540908447
161	0.001540908447
162	0.001540908447
163	0.001540908447
164	0.001540908447
165	0.001540908447
166	0.001540908447
167	0.001540908447
168	0.001540908447
169	0.001540908447
170	0.001540908447
171	0.001540908447
172	0.001540908447
173	0.001540908447
174	0.001540908447
175	0.001540908447
176	0.001540908447
177	0.001540908447
178	0.001540908447
179	0.001540908447
180	0.001540908447
181	0.001540908447
182	0.001540908447
183	0.001540908447
184	0.001540908447
185	0.001540908447
186	0.001540908447
187	0.001540908447
188	0.001540908447
189	0.001540908447
190	0.001540908447
191	0.001540908447
192	0.001540908447
193	0.001540908447
194	0.001540908447
195	0.001540908447
196	0.001540908447
197	0.001540908447
198	0.001540908447
199	0.001540908447
200	0.001540908447
201	0.001540908447
202	0.001540908447
203	0.001540908447
204	0.001540908447
205	0.001540908447
206	0.001540908447
207	0.001540908447
208	0.001540908447
209	0.001540908447
210	0.001540908447
211	0.001540908447
212	0.001540908447
213	0.001540908447
214	0.001540908447
215	0.001540908447
216	0.001540908447
217	0.001540908447
218	0.001540908447
219	0.001540908447
220	0.001540908447
221	0.001540908447
222	0.001540908447
223	0.001540908447
224	0.001540908447
225	0.001540908447
226	0.001540908447
227	0.001540908447
228	0.001540908447
229	0.001540908447
230	0.001540908447
231	0.001540908447
232	0.001540908447
233	0.001540908447
234	0.001540908447
235	0.001540908447
236	0.001540908447
237	0.001540908447
238	0.001540908447
239	0.001540908447
240	0.001540908447
241	0.001540908447
242	0.001540908447
243	0.001540908447
244	0.001540908447
245	0.001540908447
246	0.001540908447
247	0.001540908447
248	0.001540908447
249	0.001540908447
250	0.001540908447
251	0.001540908447
252	0.001540908447
253	0.001540908447
254	0.001540908447
255	0.001540908447
256	0.001540908447
257	0.001540908447
258	0.001540908447
259	0.001540908447
260	0.001540908447
261	0.001540908447
262	0.001540908447
263	0.001540908447
264	0.001540908447
265	0.001540908447
266	0.001540908447
267	0.001540908447
268	0.001540908447
269	0.001540908447
270	0.001540908447
271	0.001540908447
272	0.001540908447
273	0.001540908447
274	0.001540908447
275	0.001540908447
276	0.001540908447
277	0.001540908447
278	0.001540908447
279	0.001540908447
280	0.001540908447
281	0.001540908447
282	0.001540908447
283	0.001540908447
284	0.001540908447
285	0.001540908447
286	0.001540908447
287	0.001540908447
288	0.001540908447
289	0.001540908447
290	0.001540908447
291	0.001540908447
292	0.001540908447
293	0.001540908447
294	0.001540908447
295	0.001540908447
296	0.001540908447
297	0.001540908447
298	0.001540908447
299	0.001540908447
300	0.001540908447
301	0.001540908447
302	0.001540908447
303	0.001540908447
304	0.001540908447
305	0.001540908447
306	0.001540908447
307	0.001540908447
308	0.001540908447
309	0.001540908447
310	0.001540908447
311	0.001540908447
312	0.001540908447
313	0.001540908447
314	0.001540908447
315	0.001540908447
316	0.001540908447
317	0.001540908447
318	0.001540908447
319	0.001540908447
320	0.001540908447
321	0.001540908447
322	0.001540908447
323	0.001540908447
324	0.001540908447
325	0.001540908447
326	0.001540908447
327	0.001540908447
328	0.001540908447
329	0.001540908447
330	0.001540908447
331	0.001540908447
332	0.001540908447
333	0.001540908447
334	0.001540908447
335	0.001540908447
336	0.001540908447
337	0.001540908447
338	0.001540908447
339	0.001540908447
340	0.001540908447
341	0.001540908447
342	0.001540908447
343	0.001540908447
344	0.001540908447
345	0.001540908447
346	0.001540908447
347	0.001540908447
348	0.001540908447
349	0.001540908447
350	0.001540908447
351	0.001540908447
352	0.001540908447
353	0.001540908447
354	0.001540908447
355	0.001540908447
356	0.001540908447
357	0.001540908447
358	0.001540908447
359	0.001540908447
360	0.001540908447
361	0.001540908447
362	0.001540908447
363	0.001540908447
364	0.001540908447
365	0.001540908447
366	0.001540908447
367	0.001540908447
368	0.001540908447
369	0.001540908447
370	0.001540908447
371	0.001540908447
372	0.001540908447
373	0.001540908447
374	0.001540908447
375	0.001540908447
376	0.001540908447
377	0.001540908447
378	0.001540908447
379	0.001540908447
380	0.001540908447
381	0.001540908447
382	0.001540908447
383	0.001540908447
384	0.001540908447
385	0.001540908447
386	0.001540908447
387	0.001540908447
388	0.001540908447
389	0.001540908447
390	0.001540908447
391	0.001540908447
392	0.001540908447
393	0.001540908447
394	0.001540908447
395	0.001540908447
396	0.001540908447
397	0.001540908447
398	0.001540908447
399	0.001540908447
400	0.001540908447
401	0.001540908447
402	0.001540908447
403	0.001540908447
404	0.001540908447
405	0.001540908447
