,Scores,mean_test_score,std_test_score,sem_test_score,params,round,ranked,roc_auc,accuracy,balanced_accuracy,recall,precision,f1,matthews_corrcoef,Estimator,Training Method,Dataset,Features
0,0.90267093384844,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.9444444444444444,0.95,0.9444444444444444,1.0,0.9166666666666666,0.9565217391304348,0.90267093384844,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
1,0.8921425711997711,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.9285714285714286,0.95,0.9285714285714286,1.0,0.9285714285714286,0.9629629629629628,0.8921425711997711,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
2,0.8112457445926347,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.9230769230769232,0.9,0.9230769230769232,0.8461538461538461,1.0,0.9166666666666666,0.8112457445926347,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
3,0.7916666666666666,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.8958333333333334,0.9,0.8958333333333333,0.875,0.875,0.875,0.7916666666666666,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
4,0.90267093384844,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.9583333333333331,0.95,0.9583333333333331,1.0,0.8888888888888888,0.9411764705882352,0.90267093384844,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
5,0.7337993857053428,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.8846153846153846,0.85,0.8846153846153846,1.0,0.7,0.8235294117647058,0.7337993857053428,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
6,1.0,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
7,0.90267093384844,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.9444444444444444,0.95,0.9444444444444444,1.0,0.9166666666666666,0.9565217391304348,0.90267093384844,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
8,0.9045340337332908,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.95,0.95,0.95,0.9,1.0,0.9473684210526316,0.9045340337332908,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
9,1.0,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
10,0.898717034272917,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.9375,0.95,0.9375,1.0,0.9230769230769232,0.96,0.898717034272917,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
11,0.898717034272917,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.9375,0.95,0.9375,1.0,0.9230769230769232,0.96,0.898717034272917,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
12,1.0,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
13,0.7035264706814485,0.899511604803942,0.0862413769753219,0.0086241376975322,,bootstrap,1,0.8500000000000001,0.85,0.8500000000000001,0.8,0.8888888888888888,0.8421052631578947,0.7035264706814485,ElasticNet,validation_score,data/epic_lc_ms_pos.csv,all
